Time				DIO0		DIO1		DIO2		DIO3		DIO4		DIO5		DIO6		DIO7		DIO8		DIO9		DIO10		DIO11		DIO12		DIO13		DIO14		DIO15
00:00:00.0233113		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0234193		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0235174		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0235966		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0236980		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0238023		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0238799		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0239916		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0240967		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0242297		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0243697		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0244711		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0245713		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0246710		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0247704		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0248706		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0250200		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0250997		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0252023		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0253025		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0254022		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0254909		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0255964		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0256757		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0257959		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0259113		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0259975		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0261207		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0262262		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0263083		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0263925		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0264943		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0265961		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0266741		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0267735		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0268745		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0269771		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0270785		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0271561		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0273519		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0275182		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0276463		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0277239		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0278167		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0279222		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0279994		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0280765		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0281804		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0282646		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0284304		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0285150		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0286185		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0287203		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0288229		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0289280		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0290286		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0291193		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0292433		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0293480		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0294511		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0295516		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0296296		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0297417		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0298481		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0299244		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0300275		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0301182		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0301970		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0302992		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0304031		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0304943		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0305985		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0307480		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0308490		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0310001		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0310850		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0311893		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0312932		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0314451		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0316594		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0317698		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0318491		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0319525		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0320556		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0321426		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0322444		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0323955		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0324731		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0325757		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0326771		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0327786		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0328689		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0329723		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0330762		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0331784		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0332572		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0333435		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0334440		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0335459		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0336493		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0337442		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0338464		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0339482		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0341839		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0343169		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0344425		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0345669		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0346942		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0347980		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0349479		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0350485		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0351511		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0352439		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0353482		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0354254		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0355292		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0356097		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0357210		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0358256		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0359258		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0360256		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0361167		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0362239		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0363052		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0364049		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0364911		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0365962		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0366964		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0367982		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0368984		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0369916		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0370983		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0371780		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0372786		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0374157		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0374937		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0375959		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0376998		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0378004		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0379006		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0380405		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0381186		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0381978		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0382754		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0383661		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0384708		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0385714		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0386732		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0387931		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0388694		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0389733		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0390768		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0391823		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0392664		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0393695		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0394725		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0395522		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0397086		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0398129		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0399229		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0400251		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0401192		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0402238		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0403515		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0404332		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0405962		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0407001		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0408101		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0409181		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0410215		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0411250		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0412917		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0413701		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0414723		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0415762		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0416792		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0417823		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0418689		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0419490		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0420647		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0421727		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0422897		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0424117		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0425110		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0426157		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0427266		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0428616		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0429848		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0430977		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0432295		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0433342		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0434372		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0435998		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0437353		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0438613		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0439836		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0441782		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0442998		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0444307		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0445560		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0447038		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0448195		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0449850		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0451155		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0452022		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0454017		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0455495		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0456513		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0457408		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0458463		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0459461		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0460458		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0461489		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0462413		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0463480		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0464260		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0465270		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0466165		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0467208		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0468205		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0469211		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0470217		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0471219		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0472233		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0473231		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0474232		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0475242		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0476671		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0477656		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0478683		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0479454		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0480657		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0481692		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0483186		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0484299		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0485297		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0486163		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0487201		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0488191		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0489423		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0490441		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0491467		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0492473		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0493479		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0494476		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0495256		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0496180		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0497202		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0497982		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0498984		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0499982		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0500996		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0502014		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0503016		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0504013		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0504913		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0505959		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0506957		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0508460		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0509466		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0510471		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0511485		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0512483		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0513485		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0514971		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0516593		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0517578		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0518785		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0520037		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0521339		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0523014		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0524024		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0525268		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0526290		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0527542		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0528753		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0530268		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0531393		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0532432		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0533462		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0534464		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0535461		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0536455		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0537469		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0538467		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0539460		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0540462		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0541472		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0542470		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0543750		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0544740		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0545746		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0546747		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0547995		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0549506		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
00:00:00.0551276		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		
